subjectID,LH_VisCent_ExStr_1,LH_VisCent_ExStr_2,LH_VisCent_Striate_1,LH_VisCent_ExStr_3,LH_VisCent_ExStr_4,LH_VisCent_ExStr_5,LH_VisPeri_ExStrInf_1,LH_VisPeri_ExStrInf_2,LH_VisPeri_ExStrInf_3,LH_VisPeri_StriCal_1,LH_VisPeri_ExStrSup_1,LH_VisPeri_ExStrSup_2,LH_SomMotA_1,LH_SomMotA_2,LH_SomMotA_3,LH_SomMotA_4,LH_SomMotA_5,LH_SomMotA_6,LH_SomMotA_7,LH_SomMotA_8,LH_SomMotB_Aud_1,LH_SomMotB_Aud_2,LH_SomMotB_S2_1,LH_SomMotB_S2_2,LH_SomMotB_Aud_3,LH_SomMotB_S2_3,LH_SomMotB_Cent_1,LH_SomMotB_Cent_2,LH_DorsAttnA_TempOcc_1,LH_DorsAttnA_TempOcc_2,LH_DorsAttnA_ParOcc_1,LH_DorsAttnA_SPL_1,LH_DorsAttnA_SPL_2,LH_DorsAttnA_SPL_3,LH_DorsAttnB_PostC_1,LH_DorsAttnB_PostC_2,LH_DorsAttnB_PostC_3,LH_DorsAttnB_PostC_4,LH_DorsAttnB_FEF_1,LH_SalVentAttnA_ParOper_1,LH_SalVentAttnA_Ins_1,LH_SalVentAttnA_FrOper_1,LH_SalVentAttnA_FrOper_2,LH_SalVentAttnA_ParMed_1,LH_SalVentAttnA_FrMed_1,LH_SalVentAttnA_FrMed_2,LH_SalVentAttnB_IPL_1,LH_SalVentAttnB_PFCl_1,LH_SalVentAttnB_Ins_1,LH_SalVentAttnB_PFCmp_1,LH_LimbicB_OFC_1,LH_LimbicB_OFC_2,LH_LimbicA_TempPole_1,LH_LimbicA_TempPole_2,LH_LimbicA_TempPole_3,LH_LimbicA_TempPole_4,LH_ContA_Temp_1,LH_ContA_IPS_1,LH_ContA_IPS_2,LH_ContA_IPS_3,LH_ContA_PFCd_1,LH_ContA_PFClv_1,LH_ContA_PFCl_1,LH_ContA_PFCl_2,LH_ContA_PFCl_3,LH_ContA_Cingm_1,LH_ContB_Temp_1,LH_ContB_IPL_1,LH_ContB_PFCl_1,LH_ContB_PFClv_1,LH_ContB_PFClv_2,LH_ContC_pCun_1,LH_ContC_pCun_2,LH_ContC_Cingp_1,LH_DefaultA_IPL_1,LH_DefaultA_PFCd_1,LH_DefaultA_pCunPCC_1,LH_DefaultA_pCunPCC_2,LH_DefaultA_pCunPCC_3,LH_DefaultA_PFCm_1,LH_DefaultA_PFCm_2,LH_DefaultA_PFCm_3,LH_DefaultB_Temp_1,LH_DefaultB_Temp_2,LH_DefaultB_Temp_3,LH_DefaultB_Temp_4,LH_DefaultB_IPL_1,LH_DefaultB_PFCd_1,LH_DefaultB_PFCd_2,LH_DefaultB_PFCd_3,LH_DefaultB_PFCd_4,LH_DefaultB_PFCv_1,LH_DefaultB_PFCv_2,LH_DefaultB_PFCv_3,LH_DefaultB_PFCv_4,LH_DefaultC_IPL_1,LH_DefaultC_Rsp_1,LH_DefaultC_PHC_1,LH_TempPar_1,LH_TempPar_2,RH_VisCent_ExStr_1,RH_VisCent_ExStr_2,RH_VisCent_Striate_1,RH_VisCent_ExStr_3,RH_VisCent_ExStr_4,RH_VisCent_ExStr_5,RH_VisPeri_ExStrInf_1,RH_VisPeri_ExStrInf_2,RH_VisPeri_StriCal_1,RH_VisPeri_ExStrSup_1,RH_VisPeri_ExStrSup_2,RH_VisPeri_ExStrSup_3,RH_SomMotA_1,RH_SomMotA_2,RH_SomMotA_3,RH_SomMotA_4,RH_SomMotA_5,RH_SomMotA_6,RH_SomMotA_7,RH_SomMotA_8,RH_SomMotA_9,RH_SomMotA_10,RH_SomMotA_11,RH_SomMotB_Aud_1,RH_SomMotB_Aud_2,RH_SomMotB_S2_1,RH_SomMotB_S2_2,RH_SomMotB_S2_3,RH_SomMotB_S2_4,RH_SomMotB_Cent_1,RH_DorsAttnA_TempOcc_1,RH_DorsAttnA_ParOcc_1,RH_DorsAttnA_SPL_1,RH_DorsAttnA_SPL_2,RH_DorsAttnA_SPL_3,RH_DorsAttnA_SPL_4,RH_DorsAttnB_PostC_1,RH_DorsAttnB_PostC_2,RH_DorsAttnB_PostC_3,RH_DorsAttnB_PostC_4,RH_DorsAttnB_FEF_1,RH_SalVentAttnA_ParOper_1,RH_SalVentAttnA_PrC_1,RH_SalVentAttnA_Ins_1,RH_SalVentAttnA_Ins_2,RH_SalVentAttnA_FrOper_1,RH_SalVentAttnA_FrMed_1,RH_SalVentAttnA_ParMed_1,RH_SalVentAttnA_ParMed_2,RH_SalVentAttnA_FrMed_2,RH_SalVentAttnB_IPL_1,RH_SalVentAttnB_PFClv_1,RH_SalVentAttnB_PFCl_1,RH_SalVentAttnB_Ins_1,RH_SalVentAttnB_Ins_2,RH_SalVentAttnB_PFCmp_1,RH_LimbicB_OFC_1,RH_LimbicB_OFC_2,RH_LimbicB_OFC_3,RH_LimbicB_OFC_4,RH_LimbicA_TempPole_1,RH_LimbicA_TempPole_2,RH_LimbicA_TempPole_3,RH_LimbicA_TempPole_4,RH_ContA_IPS_1,RH_ContA_IPS_2,RH_ContA_PFCd_1,RH_ContA_PFCl_1,RH_ContA_PFCl_2,RH_ContA_Cingm_1,RH_ContB_Temp_1,RH_ContB_Temp_2,RH_ContB_IPL_1,RH_ContB_IPL_2,RH_ContB_PFCld_1,RH_ContB_PFCld_2,RH_ContB_PFClv_1,RH_ContB_PFClv_2,RH_ContB_PFCmp_1,RH_ContB_PFCld_3,RH_ContC_pCun_1,RH_ContC_pCun_2,RH_ContC_Cingp_1,RH_DefaultA_IPL_1,RH_DefaultA_PFCd_1,RH_DefaultA_pCunPCC_1,RH_DefaultA_PFCm_1,RH_DefaultA_PFCm_2,RH_DefaultA_PFCm_3,RH_DefaultB_Temp_1,RH_DefaultB_AntTemp_1,RH_DefaultB_PFCd_1,RH_DefaultB_PFCv_1,RH_DefaultC_IPL_1,RH_DefaultC_Rsp_1,RH_DefaultC_PHC_1,RH_TempPar_1,RH_TempPar_2,RH_TempPar_3,RH_TempPar_4
sub-IXI333,0.5776753,0.5328096,0.51295894,0.45684457,0.56261885,0.4389089,0.59285766,0.53551245,0.5086421,0.5860312,0.41511357,0.490563,0.5078693,0.40701637,0.3939858,0.37633908,0.34418884,0.42810306,0.39813784,0.28546086,0.53387564,0.44343126,0.5384161,0.57589763,0.5157841,0.5672309,0.39112198,0.43823516,0.7035174,0.621511,0.4980728,0.37289765,0.39297023,0.4206488,0.3476391,0.3427115,0.35151854,0.39904654,0.51179165,0.42678043,0.61405766,0.6093922,0.5435162,0.41827092,0.5290329,0.48428795,0.44513234,0.49822384,0.5651451,0.6047653,0.49175194,0.58251244,0.54719585,0.49160782,0.46970654,0.49167985,0.5654233,0.36990234,0.4729991,0.4288703,0.44936123,0.4924048,0.40544552,0.4969579,0.47020873,0.55113286,0.62601525,0.44344145,0.5545917,0.56325513,0.56218696,0.4731149,0.45428312,0.43600962,0.5005237,0.42700613,0.5749254,0.62610763,0.5153629,0.651395,0.45807847,0.6293021,0.5312336,0.49222156,0.582365,0.58315927,0.46293336,0.4479394,0.41729975,0.4796208,0.43679062,0.54673314,0.47435635,0.5237866,0.4632403,0.5723891,0.6099154,0.5692718,0.57095444,0.5405326,0.51848966,0.5132448,0.49748605,0.48423442,0.5183112,0.44335625,0.5490272,0.49450442,0.5381907,0.63232964,0.4356283,0.41933793,0.38903028,0.4011048,0.4925861,0.35553646,0.34582165,0.37818936,0.35431957,0.34004992,0.4021266,0.38604456,0.2742104,0.45629445,0.49631935,0.62183493,0.51120055,0.5559915,0.49133733,0.38265288,0.5888419,0.53993714,0.5189573,0.402824,0.30417886,0.38750002,0.41803446,0.44696742,0.4680016,0.4119915,0.38788208,0.47385564,0.5102522,0.51907426,0.55121803,0.5919711,0.54947424,0.48686558,0.4870074,0.45248735,0.40008226,0.5478415,0.47232667,0.6537404,0.67136365,0.57321596,0.55117285,0.55247486,0.56347966,0.47679904,0.5150426,0.53669924,0.5704697,0.5610829,0.4168086,0.30863103,0.38669202,0.43943736,0.47130665,0.43515292,0.5115822,0.56104755,0.5400372,0.40824193,0.54922575,0.5609248,0.5484783,0.4591134,0.45834163,0.4630278,0.4583387,0.5101168,0.39863873,0.516645,0.43373242,0.52990913,0.59788185,0.4378297,0.47467738,0.6438077,0.556082,0.4934205,0.58935446,0.6138823,0.56847054,0.600177,0.53387433,0.7024632,0.49263617,0.44322923
sub-IXI420,0.37238306,0.32560074,0.34635705,0.2418319,0.3710447,0.3034462,0.3228796,0.33878142,0.40130422,0.3701938,0.2949831,0.35033977,0.38955072,0.30513188,0.22159089,0.20821299,0.21978912,0.23696527,0.2447507,0.16360775,0.36315268,0.30288467,0.28721085,0.33429185,0.303646,0.32899836,0.31150693,0.3589424,0.39473793,0.37728402,0.31976938,0.2643956,0.36833322,0.32260242,0.26691213,0.25822222,0.27379456,0.29046702,0.23414397,0.290876,0.459045,0.40403232,0.3263281,0.34751168,0.3651071,0.24772184,0.3542547,0.29360628,0.3791091,0.36763033,0.38507095,0.33042383,0.48917136,0.45213532,0.51514167,0.42964596,0.38086298,0.3020717,0.30978382,0.2494064,0.26240605,0.31009457,0.30973488,0.29315302,0.2804285,0.28400522,0.40443528,0.24809574,0.33845192,0.36411592,0.3545069,0.33537886,0.27582726,0.25111932,0.31835875,0.2972312,0.26825458,0.33559164,0.32602555,0.40290928,0.3339287,0.46151918,0.4598023,0.34625077,0.40467045,0.32270047,0.28811717,0.36497727,0.30917534,0.29182738,0.26446933,0.3966402,0.3705749,0.3672624,0.3163346,0.34979218,0.4301622,0.36311918,0.32504824,0.32066515,0.3574295,0.28565574,0.34594592,0.30836666,0.34720072,0.280287,0.35144332,0.33730745,0.2947255,0.34384096,0.27500436,0.3530667,0.24890442,0.30651045,0.31526256,0.24328503,0.28565842,0.25056887,0.27238256,0.25615132,0.28356493,0.20831472,0.18687256,0.3239126,0.3656947,0.33482,0.2940719,0.27684346,0.26951534,0.28392464,0.35724196,0.33770636,0.24487858,0.25184035,0.22153059,0.2503647,0.26645005,0.2932676,0.3052532,0.32769316,0.27707475,0.32268822,0.2431883,0.43628177,0.4048651,0.43883833,0.3552624,0.3192338,0.3485238,0.29736465,0.32542843,0.36066702,0.3377114,0.42736468,0.36432576,0.37409288,0.35323393,0.41222167,0.3789572,0.3634049,0.52599853,0.43756786,0.460248,0.42336774,0.27892718,0.2454749,0.23801659,0.3354754,0.32307437,0.27162102,0.3806852,0.40862554,0.38707358,0.26901835,0.31042343,0.24908899,0.3998927,0.31045666,0.31829917,0.31118885,0.31278938,0.31672707,0.26281893,0.35665855,0.3032014,0.2791851,0.36746705,0.20120525,0.3799001,0.40448138,0.46837977,0.33831,0.35805482,0.35108826,0.40679938,0.35403392,0.41449887,0.34738043,0.33450422,0.34849733
sub-IXI424,0.5694804,0.5432441,0.49670604,0.40649214,0.47621405,0.3579713,0.6189221,0.47725657,0.41431704,0.44130138,0.4283471,0.4279572,0.468211,0.34608135,0.36053732,0.30588388,0.3162331,0.29146597,0.3206757,0.31417477,0.4559856,0.35782182,0.45198724,0.5170205,0.4093487,0.45529887,0.38772166,0.39219746,0.626767,0.56063753,0.51822096,0.33239514,0.37127498,0.38524565,0.3926917,0.34750232,0.32447654,0.39267686,0.38734353,0.43685493,0.51664084,0.52245945,0.5011948,0.42093858,0.4542985,0.35977948,0.44366464,0.41651258,0.4428725,0.46743923,0.5014052,0.45510936,0.5411803,0.54258126,0.4601658,0.47543675,0.50145715,0.36576185,0.483692,0.41636446,0.34065852,0.36601952,0.3794634,0.40995592,0.3148504,0.41449487,0.47814718,0.45511115,0.4167295,0.4140227,0.40668342,0.50970674,0.42895597,0.36568192,0.46835998,0.40500593,0.5406809,0.53960377,0.50542015,0.55025727,0.43211251,0.5563202,0.4152992,0.41729435,0.42518198,0.4613631,0.4991175,0.46506634,0.4146177,0.37488538,0.38703924,0.5027018,0.44003004,0.4326777,0.44804764,0.46400467,0.49007562,0.5413815,0.5029133,0.50624985,0.52497524,0.5290703,0.4263566,0.47613442,0.48442474,0.38517594,0.5245364,0.46013877,0.44248807,0.5288416,0.4050776,0.38833922,0.36630934,0.40160546,0.40277475,0.33606786,0.38207096,0.32632506,0.31939378,0.30019423,0.33239394,0.31477395,0.28158143,0.4977728,0.44413215,0.5343448,0.4901106,0.6074925,0.5384549,0.44137308,0.5446551,0.50821996,0.28774583,0.40728024,0.3963366,0.30692518,0.4328261,0.4746544,0.40219694,0.39185086,0.4454586,0.47463927,0.40954617,0.49675483,0.482199,0.51004946,0.41688192,0.42458603,0.39855412,0.37087706,0.46101883,0.45070195,0.44445118,0.49356478,0.52259237,0.45700163,0.4142828,0.52677673,0.48217747,0.44271758,0.5478845,0.5376021,0.5245676,0.61004907,0.35512182,0.4222657,0.35922417,0.45115703,0.4223139,0.34955493,0.5039955,0.5797033,0.3577121,0.4379639,0.43192896,0.45901233,0.47478226,0.43210855,0.37771124,0.3848477,0.45828867,0.45413867,0.36053386,0.38485843,0.42838722,0.4971808,0.44493836,0.30134395,0.45522106,0.55008394,0.49798363,0.37678307,0.49324742,0.46256036,0.5360054,0.512787,0.47226962,0.44888657,0.41605628,0.37809113
sub-IXI044,0.4107271,0.29958048,0.31784987,0.24464051,0.3339029,0.35598382,0.413688,0.3063446,0.4458844,0.3379347,0.2936559,0.33018827,0.36208895,0.32166022,0.27763742,0.2847949,0.224332,0.31237426,0.2507983,0.23255588,0.39871976,0.37435466,0.395237,0.37768602,0.39146748,0.45612264,0.35606226,0.3388986,0.4766338,0.4681871,0.39251843,0.41104767,0.36963314,0.36943838,0.32677945,0.24786767,0.28055942,0.30747128,0.3295002,0.36937565,0.4907904,0.4985746,0.36045477,0.35157627,0.42617443,0.36104262,0.36599064,0.39286464,0.4843036,0.45773345,0.43629393,0.3912656,0.531434,0.50275975,0.48778686,0.41867292,0.4520854,0.4151877,0.3796507,0.35209095,0.37882373,0.39576417,0.35547495,0.36543787,0.3508213,0.3594137,0.43631107,0.40983883,0.38329473,0.43139923,0.3959873,0.34562802,0.31485564,0.3932244,0.3872255,0.35360643,0.3653844,0.4093349,0.3339604,0.45089582,0.35394168,0.43852,0.49563554,0.45199922,0.43101114,0.41023552,0.35926688,0.36674014,0.35295942,0.312134,0.37477142,0.47489375,0.42757425,0.5068843,0.41860706,0.3456975,0.3876799,0.40842518,0.41210645,0.33979833,0.4029568,0.41479447,0.33087787,0.33261862,0.47946572,0.3076823,0.31068963,0.43066466,0.2727413,0.43279958,0.23137835,0.39939272,0.41075018,0.32130286,0.39212313,0.3087254,0.27594426,0.29410198,0.27288017,0.33432,0.2589119,0.22991969,0.24229503,0.3646279,0.39826396,0.46771154,0.4480922,0.42251614,0.42243975,0.34870896,0.40176386,0.40530047,0.44409877,0.39513314,0.31800476,0.3195165,0.4223502,0.45796484,0.31453356,0.22292155,0.32931504,0.40350235,0.34934363,0.44161922,0.39859676,0.4972173,0.3748949,0.3129336,0.3595578,0.41090533,0.37409595,0.4078357,0.4320003,0.5382583,0.47902027,0.41891855,0.41640154,0.47472057,0.41528898,0.37729955,0.50462645,0.4463738,0.46560332,0.47833005,0.32892808,0.33554983,0.3508789,0.35852152,0.3731026,0.32416448,0.44374245,0.36914903,0.38315904,0.33969846,0.4632719,0.38845187,0.4308589,0.37838313,0.41724068,0.42545637,0.2640211,0.42050943,0.36340278,0.35218513,0.4205088,0.34526947,0.46218905,0.3578581,0.36446142,0.43022096,0.50608665,0.423166,0.38653764,0.4139157,0.36033827,0.42260417,0.47592893,0.46016115,0.325533,0.336607
sub-IXI299,0.4510742,0.36212108,0.3464367,0.33758625,0.4323447,0.32956916,0.51975137,0.4526021,0.34283456,0.32431883,0.35259986,0.39550045,0.38899076,0.23279743,0.20713116,0.16073899,0.2807236,0.27844265,0.2508739,0.22221394,0.43263692,0.36688614,0.37357333,0.3663205,0.43268588,0.41871598,0.30133316,0.29865134,0.46532473,0.44927976,0.44435546,0.27440223,0.37203664,0.39863113,0.3608662,0.30464756,0.36679816,0.33528715,0.28557336,0.39360586,0.43561664,0.38148078,0.39047796,0.37445796,0.37561542,0.34644133,0.3853409,0.34831756,0.36374837,0.4213763,0.43806002,0.39206034,0.50045335,0.4838652,0.5269949,0.43107346,0.40583077,0.3702118,0.40609735,0.39304397,0.30400276,0.3721359,0.34338284,0.33935603,0.33220756,0.3378601,0.42307693,0.45469677,0.32079348,0.42818627,0.3629277,0.41509312,0.38517955,0.33184126,0.45333093,0.33196718,0.39680904,0.42556012,0.3886085,0.4596407,0.3501201,0.44646603,0.4420843,0.37478828,0.43684027,0.4360213,0.42732546,0.3593005,0.35130808,0.3021416,0.3029291,0.42059284,0.4282648,0.3841568,0.42547184,0.3939833,0.386525,0.47851643,0.49171796,0.43679175,0.45081577,0.3855196,0.37157598,0.36587754,0.41890335,0.37871853,0.41892236,0.39042428,0.3169028,0.2995817,0.34483993,0.36572644,0.35430387,0.3216565,0.33539307,0.27687624,0.24896662,0.212477,0.23678343,0.2526095,0.26234394,0.1908228,0.19247806,0.37641886,0.40362573,0.3797005,0.44819692,0.28988606,0.37483883,0.33870482,0.41573942,0.4032208,0.37971434,0.32726425,0.30310816,0.33697513,0.3522298,0.3213237,0.3744733,0.3157063,0.3004531,0.41805714,0.335029,0.46549416,0.42440423,0.36019123,0.3558671,0.32446814,0.33474398,0.35584307,0.32130128,0.43771815,0.34114936,0.49690077,0.4371846,0.4034447,0.42033318,0.44390213,0.4307683,0.36443573,0.58127093,0.5063954,0.46293098,0.46460244,0.34325674,0.3377787,0.32473478,0.30567133,0.40382156,0.31690252,0.47725564,0.45845678,0.33699787,0.33749765,0.32934785,0.27456844,0.43763193,0.38075706,0.34654197,0.31886366,0.38515723,0.41435164,0.3114244,0.33716446,0.284982,0.3964874,0.40610877,0.31221616,0.37144935,0.47655186,0.5272798,0.3645677,0.42414227,0.39969763,0.428711,0.5044158,0.48612913,0.46516964,0.43325904,0.34594518
sub-IXI229,0.46704265,0.4498116,0.322768,0.30650982,0.39715016,0.38390127,0.42109087,0.43733287,0.41728637,0.37597027,0.4009822,0.348905,0.3409785,0.40419343,0.27665767,0.1931538,0.36585778,0.24286462,0.22333576,0.23352705,0.35922295,0.32424948,0.31726846,0.40582243,0.3293542,0.41215238,0.35619795,0.36632887,0.47579083,0.42263535,0.26500365,0.4138677,0.49177584,0.45342112,0.39661562,0.31393805,0.39682388,0.39068866,0.29916823,0.46910596,0.5101538,0.44597206,0.3782595,0.3653104,0.36099964,0.3059824,0.47595948,0.36563984,0.44245636,0.41555145,0.37513095,0.3620386,0.5356548,0.52540356,0.48741275,0.3868473,0.35232654,0.36171305,0.45341468,0.3174134,0.29969344,0.34038287,0.32071,0.4040635,0.3915928,0.24311134,0.49542242,0.520447,0.42816952,0.3722278,0.397113,0.44963834,0.4221226,0.29074806,0.4361732,0.32184136,0.39435413,0.41364384,0.4063328,0.3984253,0.44205907,0.403389,0.5067,0.4400995,0.47165796,0.42056087,0.4548099,0.4084899,0.44979352,0.34928092,0.31033388,0.45546722,0.3882693,0.36806417,0.38998243,0.38535318,0.47028875,0.41142207,0.4767787,0.4478351,0.41861823,0.49413332,0.41385064,0.44435844,0.43653458,0.35394463,0.48128995,0.46295646,0.34289443,0.43066636,0.35827374,0.45751062,0.46622133,0.34902492,0.33543214,0.30793828,0.3859837,0.2389868,0.3816839,0.2673976,0.35523683,0.28277832,0.31851497,0.32149523,0.39637077,0.36239526,0.37927434,0.44770712,0.3794283,0.37016,0.43392482,0.40247142,0.41321743,0.3760565,0.31751525,0.42642993,0.4834551,0.40831903,0.4328778,0.41797182,0.36413622,0.40721324,0.35523582,0.46872786,0.41759518,0.4828662,0.3399631,0.3417956,0.41680565,0.36971864,0.39767167,0.36620772,0.37636417,0.52210623,0.43898287,0.41810802,0.41660666,0.42602903,0.3899086,0.4088445,0.54012185,0.47956157,0.4874222,0.4792853,0.42688406,0.3784358,0.29773903,0.34491608,0.32506627,0.2538553,0.48382962,0.46908146,0.5381765,0.42161605,0.49400502,0.40028396,0.3955622,0.32108554,0.4056635,0.4030656,0.391029,0.42479506,0.2590916,0.46558607,0.39083582,0.36798045,0.36804703,0.22935225,0.41902938,0.46013924,0.50005686,0.41536045,0.35063964,0.4326355,0.45112395,0.3686994,0.40743488,0.4354463,0.4391485,0.46461913
sub-IXI490,0.39500892,0.4576387,0.4606888,0.3732284,0.43494907,0.31407398,0.43485355,0.41097805,0.3336076,0.3782247,0.3181884,0.399755,0.33479348,0.35643923,0.25877583,0.2730743,0.18213522,0.31476644,0.25317222,0.20793837,0.3159608,0.31781578,0.34999284,0.34554434,0.36422598,0.43225437,0.35340908,0.36343175,0.43718252,0.3764318,0.34829918,0.29495674,0.31701466,0.3612552,0.33075425,0.34336808,0.26587883,0.31870034,0.33007923,0.40506804,0.40653947,0.4108546,0.34659785,0.32099596,0.32446152,0.3089908,0.47269827,0.3433829,0.39164457,0.35109207,0.39528438,0.35789672,0.5008917,0.41727546,0.43826708,0.35163552,0.40968725,0.25925463,0.33258632,0.27540404,0.30568174,0.3337626,0.26672974,0.32974178,0.2887474,0.345134,0.45930466,0.3691423,0.37496415,0.40778866,0.3548895,0.32997274,0.30159968,0.3208764,0.3538074,0.31654707,0.34841532,0.3906667,0.37574914,0.36427635,0.38602418,0.329187,0.38460284,0.40813747,0.37972906,0.3090908,0.34218177,0.33652344,0.30248573,0.25748342,0.28964198,0.47079653,0.34660858,0.35212964,0.34556308,0.3572878,0.4026116,0.38227203,0.33938086,0.35517636,0.37999314,0.47061232,0.40770897,0.41136837,0.41258428,0.3407349,0.41447815,0.40105978,0.35989967,0.49554875,0.3329768,0.43698612,0.27583143,0.3093827,0.33109796,0.24316901,0.2627774,0.21554369,0.2270069,0.34139168,0.25056785,0.2533953,0.22176352,0.28859985,0.30095583,0.4431435,0.4250193,0.36776283,0.386785,0.38339648,0.40053552,0.39826694,0.29824468,0.25849214,0.29239962,0.2724609,0.4672529,0.39546168,0.30719817,0.283649,0.3006154,0.43753526,0.28077987,0.3885991,0.34638202,0.42184365,0.30017063,0.29154152,0.31071958,0.34036642,0.4148999,0.33099192,0.35557386,0.4652175,0.43848854,0.31308183,0.3921656,0.4157212,0.38052687,0.4169538,0.4292225,0.37493443,0.48107216,0.43710485,0.32120046,0.37646192,0.2658577,0.31563723,0.34128022,0.3106866,0.43061966,0.4231142,0.4119854,0.40016377,0.38511905,0.2824546,0.3921338,0.39050364,0.36494553,0.38357607,0.33603466,0.34418377,0.3270559,0.3317842,0.3103435,0.353173,0.29147613,0.19469771,0.3856466,0.4065236,0.40793827,0.3433311,0.35265192,0.38402525,0.45980456,0.39012465,0.36585417,0.3589244,0.3044172,0.28099087
sub-IXI368,0.4504357,0.3494545,0.31484658,0.27373642,0.37543544,0.31977502,0.47609368,0.39069974,0.3764729,0.31917116,0.37890032,0.33090183,0.3857943,0.33571008,0.28782958,0.23314764,0.3198017,0.29352903,0.22849445,0.24969228,0.4234313,0.4000551,0.43402246,0.4750622,0.37433028,0.476622,0.41516125,0.34401807,0.4925696,0.40126443,0.30250406,0.3582263,0.43750703,0.42126894,0.35957003,0.26691732,0.3393728,0.33107284,0.32968232,0.4317283,0.48427817,0.5009908,0.4142307,0.40131435,0.47607785,0.35856825,0.40009755,0.39833048,0.4519633,0.48041672,0.42794713,0.43296146,0.51859397,0.39045578,0.4767956,0.4166579,0.35070628,0.36269823,0.47300497,0.41089168,0.3694783,0.32262373,0.3226789,0.39866036,0.30322006,0.38697183,0.5804462,0.43227667,0.42540663,0.410747,0.40710148,0.42107585,0.37942293,0.38618472,0.428087,0.41666183,0.40554187,0.483707,0.47785154,0.45225736,0.4396687,0.4753034,0.3967389,0.4610364,0.40584096,0.34677297,0.4832111,0.41167957,0.39800355,0.38421202,0.4062223,0.44295603,0.41435876,0.40828857,0.37350354,0.3384661,0.4599849,0.4834392,0.39244768,0.41162965,0.46473092,0.47077337,0.39028233,0.36245117,0.41387498,0.33116663,0.42648172,0.36244735,0.31856534,0.2488684,0.3424255,0.36668614,0.39062104,0.2808149,0.38369635,0.32731542,0.3320319,0.3021749,0.29406664,0.2769721,0.31498867,0.18201457,0.2576716,0.3084737,0.34487692,0.40686962,0.3899669,0.39592156,0.40955213,0.34595528,0.4590922,0.42495123,0.38770217,0.38371354,0.32344863,0.3527965,0.49719828,0.5010457,0.39815852,0.36753273,0.3243645,0.45135355,0.3325735,0.45468014,0.39570206,0.47501963,0.43473464,0.39514065,0.38062838,0.37454125,0.44096413,0.44033542,0.40277046,0.54691803,0.48110092,0.4932912,0.43481088,0.44621468,0.45554802,0.42491543,0.48447734,0.41809,0.45705944,0.47456905,0.344687,0.34433705,0.35795322,0.32139346,0.34661755,0.3538724,0.42134857,0.4735913,0.3785571,0.3907433,0.47919947,0.41707855,0.4531512,0.4156518,0.39571792,0.4204016,0.4178259,0.48251384,0.28964847,0.37855303,0.35062343,0.41425124,0.43851635,0.3488812,0.41568702,0.46134132,0.46242747,0.430503,0.42689237,0.4849524,0.4921112,0.49650508,0.42250422,0.463687,0.39405787,0.35493058
sub-IXI165,0.58098346,0.48394325,0.45026496,0.42952546,0.61844766,0.45137748,0.60225403,0.5207417,0.4482069,0.47385785,0.46003774,0.53051215,0.5126657,0.45423624,0.41298792,0.34122795,0.5273222,0.5094107,0.41958755,0.35964966,0.5648608,0.5834089,0.55859107,0.6584434,0.5968931,0.59104955,0.43038994,0.45096022,0.6197272,0.47559857,0.47999495,0.40062192,0.4017025,0.4013708,0.43230778,0.47100464,0.5345297,0.5256475,0.5314822,0.4322046,0.6515944,0.6276531,0.5907836,0.5248622,0.5719465,0.5270945,0.4743155,0.5350707,0.68175495,0.6170794,0.5308046,0.48792124,0.63732576,0.54456806,0.64844525,0.6200897,0.5770486,0.49087834,0.56286716,0.42355743,0.5303152,0.5092636,0.44904682,0.5166184,0.5761408,0.52069336,0.49981952,0.5072516,0.5872937,0.5134219,0.50892675,0.51351285,0.50740176,0.46265343,0.472163,0.51772344,0.518581,0.6241363,0.53197515,0.6602287,0.5158417,0.62998134,0.57665145,0.4794912,0.57466155,0.4829874,0.52113867,0.5432538,0.52789986,0.55971736,0.47637424,0.5935401,0.46599284,0.56362337,0.5623132,0.4940455,0.5576605,0.56308657,0.50889707,0.5173062,0.53888273,0.5521242,0.49703676,0.5004462,0.48028445,0.45920292,0.47699144,0.42451015,0.42276782,0.48351684,0.46469212,0.48877433,0.41344112,0.46745467,0.5329363,0.3867833,0.44104832,0.36098897,0.41958895,0.38860714,0.4118577,0.40985203,0.3143491,0.50950956,0.4830035,0.6333115,0.5692279,0.71538055,0.5589706,0.49008402,0.56588733,0.563111,0.43842497,0.43575922,0.48015416,0.43511727,0.45306912,0.55393946,0.43745884,0.4177581,0.45568517,0.53501767,0.5059582,0.6793258,0.64245707,0.7086317,0.559145,0.5935476,0.49088022,0.47827917,0.47266236,0.61011225,0.5622633,0.7004075,0.65736425,0.5902207,0.5085187,0.5953283,0.54937404,0.48199818,0.62309694,0.53659993,0.58828086,0.5685363,0.45039582,0.4430368,0.41977343,0.5205572,0.547689,0.45392102,0.5778324,0.53884315,0.5170906,0.44173363,0.5624541,0.5367284,0.5582442,0.5838994,0.54026943,0.45977324,0.48970693,0.51036793,0.41988137,0.5443509,0.56115735,0.49614295,0.6308278,0.3199305,0.60949135,0.62648547,0.57942396,0.6200824,0.55970985,0.5414582,0.5879725,0.56043726,0.5802235,0.57324064,0.5671954,0.48717004
